"LOCATION_ID","SAMPLE_NAME","DATA_PROVIDER","INFO_TYPE","SAMPLE_DATE","TIME","REMARK","EXTENT","BLOOM_DESC","EQUIPMENT_DESC","EQUIPMENT_TYPE","LAKE_PROJ_CODE","SAMPLE_METHOD","PERCENT","SAMPLE_ID","START_DEPTH","END_DEPTH","BLOOM_LOC","ESF.","UFI.","DEPTH_UNIT","WIND_DIR","WIND_INT"
"0104JAV0152_C",,"CSL","SB","2019-09-08","00:00:00",,,,,,,,,64514,0,0,,,,"m",,
"0104JAV0152_C",,"CSL","OW","2019-09-15","00:00:00",,,,,,,,,64515,0,0,,,,"m",,
"0104JAV0152_C",,"CSL","SB","2019-09-15","00:00:00",,,,,,,,,64516,0,0,,,,"m",,
"0104JAV0152_C",,"CSL","OW","2019-09-29","00:00:00",,,,,,,,,64517,0,0,,,,"m",,
"0104LIM0130_C",,"CSL","OW","2019-06-09","00:00:00",,,,,,,,,64518,0,0,,,,"m",,
"0104LIM0130_C",,"CSL","OW","2019-06-23","00:00:00",,,,,,,,,64519,0,0,,,,"m",,
"0104LIM0130_C",,"CSL","OW","2019-07-06","00:00:00",,,,,,,,,64520,0,0,,,,"m",,
"0104LIM0130_C",,"CSL","OW","2019-07-20","00:00:00",,,,,,,,,64521,0,0,,,,"m",,
"0104LIM0130_C",,"CSL","OW","2019-08-03","00:00:00",,,,,,,,,64522,0,0,,,,"m",,
"0104LIM0130_C",,"CSL","OW","2019-08-16","00:00:00",,,,,,,,,64523,0,0,,,,"m",,
"0104LIM0130_C",,"CSL","OW","2019-08-31","00:00:00",,,,,,,,,64524,0,0,,,,"m",,
"0104LIM0130_C",,"CSL","OW","2019-09-15","00:00:00",,,,,,,,,64525,0,0,,,,"m",,
"0104UWB5460_C",,"PUB","RT","2019-06-19","00:00:00",,"SMALL LOCALIZED",,,,,"SOP212","NOT REPORTED",64526,0,0,,,,"m",,
"0201ALL5357_C",,"OTH","RT","2019-08-26","00:00:00",,"WIDESPREAD/LAKEWIDE",,,,,"SOP212","NOT REPORTED",64527,0,0,,,,"m",,
"0201ALL5357_C",,"OTH","RT","2019-09-01","00:00:00",,"WIDESPREAD/LAKEWIDE",,,,,"SOP212","NOT REPORTED",64528,0,0,,,,"m",,
"0201ALL5357_C",,"DEC","RT","2019-09-30","00:00:00",,"LARGE LOCALIZED",,,,,"SOP212","NOT REPORTED",64529,0,0,,,,"m",,
"0201ALL5357_C",,"DEC","RT","2019-10-01","00:00:00",,"LARGE LOCALIZED",,,,,"SOP212","NOT REPORTED",64530,0,0,,,,"m",,
"0201ALL5357_C",,"DEC","RT","2019-10-10","00:00:00",,"LARGE LOCALIZED",,,,,"SOP212","NOT REPORTED",64531,0,0,,,,"m",,
"0201CUB0115_C",,"CSL","OW","2019-06-12","00:00:00",,,,,,,,,64532,0,0,,,,"m",,
"0201CUB0115_C",,"CSL","OW","2019-06-26","00:00:00",,,,,,,,,64533,0,0,,,,"m",,
"0201CUB0115_C",,"CSL","OW","2019-07-09","00:00:00",,,,,,,,,64534,0,0,,,,"m",,
"0201CUB0115_C",,"CSL","OW","2019-07-23","00:00:00",,,,,,,,,64535,0,0,,,,"m",,
"0201CUB0115_C",,"CSL","OW","2019-08-07","00:00:00",,,,,,,,,64536,0,0,,,,"m",,
"0201CUB0115_C",,"CSL","OW","2019-08-20","00:00:00",,,,,,,,,64537,0,0,,,,"m",,
"0201CUB0115_C",,"CSL","OW","2019-09-03","00:00:00",,,,,,,,,64538,0,0,,,,"m",,
"0201CUB0115_C",,"CSL","OW","2019-09-17","00:00:00",,,,,,,,,64539,0,0,,,,"m",,
"0201QUA5359_OPRBEACH",,"OPR","RT","2019-07-03","00:00:00",,"SMALL LOCALIZED",,,,,"SOP212","NOT REPORTED",64540,0,0,,,,"m",,
"0201QUA5359_OPRBEACH",,"OPR","RT","2019-09-11","00:00:00",,"SMALL LOCALIZED",,,,,"SOP212","NOT REPORTED",64541,0,0,,,,"m",,
"0202BEA0131_C",,"PUB","RT","2019-07-25","00:00:00",,"SMALL LOCALIZED",,,,,"SOP212","NOT REPORTED",64542,0,0,,,,"m",,
"0202BEA0131_C",,"PUB","RT","2019-08-02","00:00:00",,"SMALL LOCALIZED",,,,,"SOP212","NOT REPORTED",64543,0,0,,,,"m",,
"0202CHA0122_BPDEC","19-33.1-B12","CSL","SB","2019-10-07","00:00:00",,"LARGE LOCALIZED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64544,0,0,,,,"m",,
"0202CHA0122_BPDEC","19-BPDEC-B131","CHA","SB","2019-10-07","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64545,0,0,,,,"m",,
"0202CHA0122_BPDEC","19-BPDEC-B143","CHA","SB","2019-10-15","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64546,0,0,,,,"m",,
"0202CHA0122_BPDEC","19-BPDEC-B62","CHA","SB","2019-07-29","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64547,0,0,,,,"m",,
"0202CHA0122_BPDEC","19-BPDEC-B7","CHA","SB","2019-06-03","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64548,0,0,,,,"m",,
"0202CHA0122_BPDEC","19-DEC-B118","CHA","SB","2019-09-02","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64549,0,0,,,,"m",,
"0202CHA0122_BPDEC",,"CSL","SB","2019-10-07","00:00:00",,,,,,,,,64550,0,0,,,,"m",,
"0202CHA0122_BPHL","19-BPHL-B109","CHA","SB","2019-08-26","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64551,0,0,,,,"m",,
"0202CHA0122_BPHL","19-BPHL-B117","CHA","SB","2019-09-02","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64552,0,0,,,,"m",,
"0202CHA0122_BPHL","19-BPHL-B130","CHA","SB","2019-10-07","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64553,0,0,,,,"m",,
"0202CHA0122_BPHL","19-BPHL-B142","CHA","SB","2019-10-15","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64554,0,0,,,,"m",,
"0202CHA0122_BPHL","19-BPHL-B150","CHA","SB","2019-10-21","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64555,0,0,,,,"m",,
"0202CHA0122_BPHL","19-BPHL-B51","CHA","SB","2019-07-23","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64556,0,0,,,,"m",,
"0202CHA0122_BPHL","19-BPHL-B61","CHA","SB","2019-07-29","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64557,0,0,,,,"m",,
"0202CHA0122_BPHL","19-BPHL-B72","CHA","SB","2019-08-05","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64558,0,0,,,,"m",,
"0202CHA0122_BPHL","19-BPHL-B84","CHA","SB","2019-08-12","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64559,0,0,,,,"m",,
"0202CHA0122_BPHL","19-BPHL-B97","CHA","SB","2019-08-19","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64560,0,0,,,,"m",,
"0202CHA0122_BRIG","19-BRIG-B101","CHA","SB","2019-08-19","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64561,0,0,,,,"m",,
"0202CHA0122_BRIG","19-BRIG-B111","CHA","SB","2019-08-26","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64562,0,0,,,,"m",,
"0202CHA0122_BRIG","19-BRIG-B119","CHA","SB","2019-09-02","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64563,0,0,,,,"m",,
"0202CHA0122_BRIG","19-BRIG-B13","CHA","SB","2019-06-12","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64564,0,0,,,,"m",,
"0202CHA0122_BRIG","19-BRIG-B132","CHA","SB","2019-10-07","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64565,0,0,,,,"m",,
"0202CHA0122_BRIG","19-BRIG-B144","CHA","SB","2019-10-15","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64566,0,0,,,,"m",,
"0202CHA0122_BRIG","19-BRIG-B151","CHA","SB","2019-10-21","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64567,0,0,,,,"m",,
"0202CHA0122_BRIG","19-BRIG-B54","CHA","SB","2019-07-23","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64568,0,0,,,,"m",,
"0202CHA0122_BRIG","19-BRIG-B64","CHA","SB","2019-07-29","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64569,0,0,,,,"m",,
"0202CHA0122_BRIG","19-BRIG-B73","CHA","SB","2019-08-05","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64570,0,0,,,,"m",,
"0202CHA0122_BRIG",,"CHA","RT","2019-10-07","00:00:00",,"LARGE LOCALIZED",,,,,"SOP212","NOT REPORTED",64571,0,0,,,,"m",,
"0202CHA0122_C",,"CSL","OW","2019-06-08","00:00:00",,,,,,,,,64572,0,0,,,,"m",,
"0202CHA0122_C",,"CSL","OW","2019-06-09","00:00:00",,,,,,,,,64573,0,0,,,,"m",,
"0202CHA0122_C",,"CSL","OW","2019-06-23","00:00:00",,,,,,,,,64574,0,0,,,,"m",,
"0202CHA0122_C",,"CSL","OW","2019-07-06","00:00:00",,,,,,,,,64575,0,0,,,,"m",,
"0202CHA0122_C",,"CSL","OW","2019-07-07","00:00:00",,,,,,,,,64576,0,0,,,,"m",,
"0202CHA0122_C",,"CSL","OW","2019-08-04","00:00:00",,,,,,,,,64577,0,0,,,,"m",,
"0202CHA0122_C",,"PUB","RT","2019-08-10","00:00:00",,"LARGE LOCALIZED",,,,,"SOP212","NOT REPORTED",64578,0,0,,,,"m",,
"0202CHA0122_C",,"CSL","OW","2019-08-18","00:00:00",,,,,,,,,64579,0,0,,,,"m",,
"0202CHA0122_C",,"PUB","RT","2019-08-30","00:00:00",,"LARGE LOCALIZED",,,,,"SOP212","NOT REPORTED",64580,0,0,,,,"m",,
"0202CHA0122_C",,"CSL","OW","2019-09-01","00:00:00",,,,,,,,,64581,0,0,,,,"m",,
"0202CHA0122_C",,"PUB","RT","2019-09-16","00:00:00",,"WIDESPREAD/LAKEWIDE",,,,,"SOP212","NOT REPORTED",64582,0,0,,,,"m",,
"0202CHA0122_C",,"CSL","OW","2019-09-29","00:00:00",,,,,,,,,64583,0,0,,,,"m",,
"0202CHA0122_C",,"PUB","RT","2019-10-08","00:00:00",,"LARGE LOCALIZED",,,,,"SOP212","NOT REPORTED",64584,0,0,,,,"m",,
"0202CHA0122_C",,"PUB","RT","2019-10-28","00:00:00",,"LARGE LOCALIZED",,,,,"SOP212","NOT REPORTED",64585,0,0,,,,"m",,
"0202CHA0122_CELL","19-CELL-B103","CHA","SB","2019-08-19","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64586,0,0,,,,"m",,
"0202CHA0122_CELL","19-CELL-B113","CHA","SB","2019-08-26","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64587,0,0,,,,"m",,
"0202CHA0122_CELL","19-CELL-B116","CHA","SB","2019-09-01","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64588,0,0,,,,"m",,
"0202CHA0122_CELL","19-CELL-B122","CHA","SB","2019-09-02","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64589,0,0,,,,"m",,
"0202CHA0122_CELL","19-CELL-B137","CHA","SB","2019-10-07","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64590,0,0,,,,"m",,
"0202CHA0122_CELL","19-CELL-B147","CHA","SB","2019-10-15","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64591,0,0,,,,"m",,
"0202CHA0122_CELL","19-CELL-B153","CHA","SB","2019-10-21","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64592,0,0,,,,"m",,
"0202CHA0122_CELL","19-CELL-B56","CHA","SB","2019-07-23","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64593,0,0,,,,"m",,
"0202CHA0122_CELL","19-CELL-B66","CHA","SB","2019-07-29","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64594,0,0,,,,"m",,
"0202CHA0122_CELL","19-CELL-B78","CHA","SB","2019-08-05","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64595,0,0,,,,"m",,
"0202CHA0122_CELL","19-CELL-B9","CHA","SB","2019-06-03","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64596,0,0,,,,"m",,
"0202CHA0122_CHAS","19-33.1-B5","CSL","SB","2019-07-25","00:00:00",,"LARGE LOCALIZED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64597,0,0,,,,"m",,
"0202CHA0122_CHAS","19-33.1-B7","CSL","SB","2019-08-12","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64598,0,0,,,,"m",,
"0202CHA0122_CHAS","19-CHAS-B100","CHA","SB","2019-08-19","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64599,0,0,,,,"m",,
"0202CHA0122_CHAS","19-CHAS-B14","CHA","SB","2019-06-12","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64600,0,0,,,,"m",,
"0202CHA0122_CHAS",,"CSL","SB","2019-07-25","00:00:00",,,,,,,,,64601,0,0,,,,"m",,
"0202CHA0122_CHAS",,"CSL","SB","2019-08-12","00:00:00",,,,,,,,,64602,0,0,,,,"m",,
"0202CHA0122_CHAS",,"CHA","RT","2019-08-13","00:00:00",,"LARGE LOCALIZED",,,,,"SOP212","75",64603,0,0,,,,"m",,
"0202CHA0122_CHAS",,"CHA","RT","2019-08-15","00:00:00",,"WIDESPREAD/LAKEWIDE",,,,,"SOP212","NOT REPORTED",64604,0,0,,,,"m",,
"0202CHA0122_CHEN","19-CHEN-B102","CHA","SB","2019-08-19","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64605,0,0,,,,"m",,
"0202CHA0122_CHEN","19-CHEN-B112","CHA","SB","2019-08-26","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64606,0,0,,,,"m",,
"0202CHA0122_CHEN","19-CHEN-B120","CHA","SB","2019-09-02","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64607,0,0,,,,"m",,
"0202CHA0122_CHEN","19-CHEN-B135","CHA","SB","2019-10-07","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64608,0,0,,,,"m",,
"0202CHA0122_CHEN","19-CHEN-B145","CHA","SB","2019-10-15","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64609,0,0,,,,"m",,
"0202CHA0122_CHEN","19-CHEN-B152","CHA","SB","2019-10-21","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64610,0,0,,,,"m",,
"0202CHA0122_CHEN","19-CHEN-B55","CHA","SB","2019-07-23","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64611,0,0,,,,"m",,
"0202CHA0122_CHEN","19-CHEN-B65","CHA","SB","2019-07-29","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64612,0,0,,,,"m",,
"0202CHA0122_CHEN","19-CHEN-B76","CHA","SB","2019-08-05","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64613,0,0,,,,"m",,
"0202CHA0122_CHEN","19-CHEN-B8","CHA","SB","2019-06-03","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64614,0,0,,,,"m",,
"0202CHA0122_CHEN","19-CHEN-B88","CHA","SB","2019-08-12","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64615,0,0,,,,"m",,
"0202CHA0122_CICB","19-CICB-B110","CHA","SB","2019-08-26","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64616,0,0,,,,"m",,
"0202CHA0122_CICB","19-CICB-B125","CHA","SB","2019-09-02","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64617,0,0,,,,"m",,
"0202CHA0122_CICB","19-CICB-B134","CHA","SB","2019-10-07","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64618,0,0,,,,"m",,
"0202CHA0122_CICB","19-CICB-B53","CHA","SB","2019-07-23","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64619,0,0,,,,"m",,
"0202CHA0122_CICB","19-CICB-B63","CHA","SB","2019-07-29","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64620,0,0,,,,"m",,
"0202CHA0122_CICB","19-CICB-B74","CHA","SB","2019-08-05","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64621,0,0,,,,"m",,
"0202CHA0122_CICB","19-CICB-B86","CHA","SB","2019-08-12","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64622,0,0,,,,"m",,
"0202CHA0122_CICB","19-CICB-B99","CHA","SB","2019-08-19","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64623,0,0,,,,"m",,
"0202CHA0122_CIPB","19-CIPB-B75","CHA","SB","2019-08-05","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64624,0,0,,,,"m",,
"0202CHA0122_CIPB","19-CIPB-B87","CHA","SB","2019-08-12","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64625,0,0,,,,"m",,
"0202CHA0122_CLA","19-CLA-B10","CHA","SB","2019-06-03","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64626,0,0,,,,"m",,
"0202CHA0122_CLA","19-CLA-B105","CHA","SB","2019-08-19","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64627,0,0,,,,"m",,
"0202CHA0122_CLA","19-CLA-B115","CHA","SB","2019-08-26","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64628,0,0,,,,"m",,
"0202CHA0122_CLA","19-CLA-B123","CHA","SB","2019-09-02","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64629,0,0,,,,"m",,
"0202CHA0122_CLA","19-CLA-B139","CHA","SB","2019-10-07","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64630,0,0,,,,"m",,
"0202CHA0122_CLA","19-CLA-B148","CHA","SB","2019-10-15","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64631,0,0,,,,"m",,
"0202CHA0122_CLA","19-CLA-B15","CHA","SB","2019-06-12","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64632,0,0,,,,"m",,
"0202CHA0122_CLA","19-CLA-B154","CHA","SB","2019-10-21","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64633,0,0,,,,"m",,
"0202CHA0122_CLA","19-CLA-B57","CHA","SB","2019-07-23","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64634,0,0,,,,"m",,
"0202CHA0122_CLA","19-CLA-B68","CHA","SB","2019-07-29","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64635,0,0,,,,"m",,
"0202CHA0122_CLA","19-CLA-B80","CHA","SB","2019-08-05","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64636,0,0,,,,"m",,
"0202CHA0122_CLA","19-CLA-B92","CHA","SB","2019-08-12","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64637,0,0,,,,"m",,
"0202CHA0122_CLA",,"CHA","RT","2019-08-15","00:00:00",,"WIDESPREAD/LAKEWIDE",,,,,"SOP212","NOT REPORTED",64638,0,0,,,,"m",,
"0202CHA0122_LKWB","19-LKWB-B104","CHA","SB","2019-08-19","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64639,0,0,,,,"m",,
"0202CHA0122_LKWB","19-LKWB-B114","CHA","SB","2019-08-26","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64640,0,0,,,,"m",,
"0202CHA0122_LKWB","19-LKWB-B124","CHA","SB","2019-09-02","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64641,0,0,,,,"m",,
"0202CHA0122_LKWB","19-LKWB-B138","CHA","SB","2019-10-07","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64642,0,0,,,,"m",,
"0202CHA0122_LKWB","19-LKWB-B67","CHA","SB","2019-07-29","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64643,0,0,,,,"m",,
"0202CHA0122_LKWB","19-LKWB-B79","CHA","SB","2019-08-05","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64644,0,0,,,,"m",,
"0202CHA0122_LKWB","19-LKWB-B91","CHA","SB","2019-08-12","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64645,0,0,,,,"m",,
"0202CHA0122_LPPB","19-LPPB-B107","CHA","SB","2019-08-26","00:00:00",,"OPEN WATER",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64646,0,0,,,,"m",,
"0202CHA0122_LPPB","19-LPPB-B59","CHA","SB","2019-07-29","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64647,0,0,,,,"m",,
"0202CHA0122_LPPB","19-LPPB-B70","CHA","SB","2019-08-05","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64648,0,0,,,,"m",,
"0202CHA0122_LPPB","19-LPPB-B82","CHA","SB","2019-08-12","00:00:00",,"NOT REPORTED",,"WATER BOTTLE","GRAB",,"SOP212","NOT REPORTED",64649,0,0,,,,"m",,
